NOME_ORDENACAO;NUM_ORDENACAO;NUM_VIA;NOME/NUM_DISPOSICAO;NOME/NUM_DISPOSICAO.1;COD_FOGO;NUM_FOGO
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;42
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;43
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;43
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;43
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;44
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;45
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;45
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;45
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;46
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
COMPANHIA DA ORDENANCA;1;;ANHUMAS;;;47
